venue,venue_id,reviews,user_id,user_name,ratings
Kenzo Ramen,aBdR3gSTPZSkuFGUNtfu6A,"Not particularly fond of its location: less desirable area in Oshawa and paid street parking etc
Friendly service and lots of options on the menu...had a...",VJ0LKleuKS-Xc6GZDMl5jA,Amy R.,4.0
Kenzo Ramen,a_assgoJEpKu2-kyAWFc8Q,"Of all the ramen joints in this town, you chose this one?

Don't worry, so did I. Sorry, I don't mean to be...mean...but the quality of ramen here just...",Kt-dsblXQnsUv3GjA_DFvg,Lauren B.,2.0
Kenzo Ramen,a_assgoJEpKu2-kyAWFc8Q,It's been a long time since I was back at Kenzo Ramen and the food was still delicious! The ambiance was really quiet on cold Friday at noon but it was cozy...,6bO_Bqg6lpOkUm92aICAUg,Emmanuel L.,4.0
Kenzo Ramen,a_assgoJEpKu2-kyAWFc8Q,"Kenzo Ramen is a chain ramen restaurant that has locations throughout Ontario. It has a wide selection of ramen and donburi (rice bowl) options, and the...",cdxaD6c6kVti6QNBCh1j7w,Sel Z.,4.0
Kenzo Ramen,aBdR3gSTPZSkuFGUNtfu6A,Food is great with quite a few choices. Mussels are absolutely delicious.Service is great with friendly waiters staff.  Only complaint is the tables are too...,3sFWReD0RS8XHIHM1dactQ,Robert H.,4.0
Kenzo Ramen,aBdR3gSTPZSkuFGUNtfu6A,"This place is great, I can't say anything bad about it! I came with a group of friends for dinner and the place was packed. Thankfully we had a reservation...",81AC7NEO2uVSfZQcvSxE0w,Rachel P.,5.0
Kenzo Ramen,aBdR3gSTPZSkuFGUNtfu6A,I have been to to avanti trattoria for dinner I have pizza we will return soon in a couple years,gcAlRw8uqr8DHlZVCcSgLA,Mackenzie R.,5.0
Kenzo Ramen,a_assgoJEpKu2-kyAWFc8Q,"Never had a bad experience here, and it is the only Indian restaurant I recommend to people in the metro-Van area. Love that their cocktail menu has Indian...",jIuaP_2h9snr-WFE7TIriA,Rewati K.,5.0
Kenzo Ramen,a_assgoJEpKu2-kyAWFc8Q,"A real upper class indian fine dinning restaurant . Eeewww it sounds so snobby but true.

Anyway the first thing you will notice is the massive entrance...",6yKF5Jg7EXDWWmYk3AkChg,Manbir R.,4.0
Kenzo Ramen,a_assgoJEpKu2-kyAWFc8Q,"My new favorite fancy Indian restaurant in Surrey!

I had an absolutely delicious meal at Clove and will be returning the next time I'm in Surrey. We...",bLXWjFV40BJ55Q2mrheZCA,Mannat S.,4.0
The Bollywood Tacos,0nYHZABSlb7wBF5TkqS3DQ,"Great experience overall
Fast Friendly service, clean kitchen, great tasting food and generous portions
I had the mango lassi and the bowl with lots of...",-4tyD87vW73HG0mQlXk0uw,Gigi H.,5.0
The Bollywood Tacos,0nYHZABSlb7wBF5TkqS3DQ,"Amazing fusion food and is definitely a must try !! I love the customer service and the fact that they actually help you with the menu!

The butter chicken...",diOWJDsf_yM-9kuz_znCEA,Darius D.,5.0
The Bollywood Tacos,0nYHZABSlb7wBF5TkqS3DQ,"Came here for lunch because I had to work in the area for the whole day.
I've been eyeing this place for a while since I like fusion food and trying out new...",skb_gKS1hn-_5xyRBc3MWA,Takeshi K.,4.0
The White Apron,Lqwhik7sGtZa8Yyb4unCWA,"Great food, great service. 
It's clean and spacious. 
Prices are reasonable. 
I've been here many times",RXIeDg2EqJyVfmEFqWLTqA,James S.,5.0
The White Apron,Lqwhik7sGtZa8Yyb4unCWA,"Still great service and food. Also they accept credit card now...I remember when they would only accept cash or debit.
The reason I wanted to update the...",qGX-0dkV1qcMflWtcDpgQQ,Souk S.,5.0
The White Apron,Lqwhik7sGtZa8Yyb4unCWA,Came in early on a Sunday morning.  Establishment was very clean.  Staff was very friendly and prompt.  I ordered the Uber breakfast with French toast...,UCrLmDec3Tii0yRglJweOQ,Stephen O.,5.0
Santorini Gyros,zp_ucal_ZRG23L2WNgpPWA,"This downtown Oshawa restaurant serves up some popular Greek fare which reminds me of the food I ate in Santorini, Greece. The double pork gyro dinner is...",PvIRorHjy2BOyLDv84kUAw,Darby C.,4.0
Santorini Gyros,zp_ucal_ZRG23L2WNgpPWA,"Ordered dinner from a ""healthy spot"" with salad and a dinner combo with dessert. Salad had no feta cheese, really a Greek salad (specialty Santorini) salad...",PtiHgwkF75fYklvJjebJ8A,Justin S.,2.0
Santorini Gyros,zp_ucal_ZRG23L2WNgpPWA,I think this place is now closed. There is brown paper covering all the windows including the front door! Can anyone advise?,bx5BQTHXCeIQsathRKdGUA,J. Warren F.,1.0
Jimmy Guaco's,bcG80fle3UgjCaZ3tKkoZw,"Honestly the best place ever for quesadila. I have been to so many Mexican resturants but this place.. I had the chorizo quesadila. 
Freshly chopped...",uKBPUP04ODyavIsbBwRGYA,Swetha A.,5.0
Jimmy Guaco's,bcG80fle3UgjCaZ3tKkoZw,Excellent burritos (in a bowl). Fresh ingredients and friendly staff. They're very helpful in recommending JUST the right combinations of ingredients....,mFpZz4DESvjb6XxmdXve-w,Tom D.,5.0
Jimmy Guaco's,bcG80fle3UgjCaZ3tKkoZw,Decent burritos but the hours are all wrong everywhere  so definitely call ahead before going there. Also the street parking sucks,uFRdzdnWCi9gBW1Lg_2r9w,Tessa D.,4.0
Jimmy Guaco's,bcG80fle3UgjCaZ3tKkoZw,"What a great spot!! The service was amazing, and wow did they make us some beautiful freakshakes. I loved that the milkshake base was NOT super overly...",TAV8X8c32O-A7A4eQuQQzA,Dana T.,5.0
Jimmy Guaco's,bcG80fle3UgjCaZ3tKkoZw,"Now you can drink your milkshake and eat it too!!! 

Mutant Shakes as the name suggests are overindulgent, overloaded and over here @hollywoodcone

For the...",0LzmolnijOoWRwi6z1Q_Rw,farzana h.,5.0
Jimmy Guaco's,bcG80fle3UgjCaZ3tKkoZw,"The hardest part is what to pick from all the offerings at Hollywood Cone! Bring a friend or 2 if you really want to try out one of their Mutant Shake. OK,...",CxDOIDnH8gp9KXzpBHJYXw,Jennifer K.,4.0
Pizzamunno,rpW9zuClQWZ2e-7L8fN7Ag,"Loved the pizza but I don't love the prices or the hours of operation. I understand food cost, I do. But these prices are a little much. I do say the pizza...",zgqqhJkGi7aEj-lXgcEWRA,Mike S.,4.0
Pizzamunno,rpW9zuClQWZ2e-7L8fN7Ag,"We had the Carne Amore pizza here. The pizza was very good, it was a little pricey. We took it home, but the people working here were nice, the food was...",_1SKSmLqpHBqWh09DxQMfw,A.J. S.,4.0
Pizzamunno,rpW9zuClQWZ2e-7L8fN7Ag,"This is a great little find! The customer service was excellent and the pizza tasted great. Perfect crust, topping and sauce ratio. 
It took about 30 mins...",Bl2WGRSd6Xq2MejeviRd8Q,Liz H.,5.0
Pizzamunno,rpW9zuClQWZ2e-7L8fN7Ag,"The food is still mostly good, but things have changed for this business. There's some new rotating items on their hot food table, which is nice. But there...",nGnm0CkiSxpFuj7FErizZw,Deanna D.,3.0
Pizzamunno,rpW9zuClQWZ2e-7L8fN7Ag,"I've been here a handful of times and had a great experience each time. The food here is fresh and delicious, and a bonus that it's vegan as well! I'm...",rn-K40mzAFQj5sL7AHLKGg,Elaine L.,5.0
Pizzamunno,rpW9zuClQWZ2e-7L8fN7Ag,"Without a doubt, this place has become my absolute favourite.  The food is always fresh, always delicious.  The flavours are amazing. The quantity is...",U7tUoXPJhbf2k9fwrAhn5w,Carrie L.,5.0
Legend Of Fazios,1_0e5yuA2ez8m0AnSC9aPA,"Italian | New Management| Street Parking 

We newly moved to Oshawa so we celebrated our anniversary here and we had a blast!

We were told it was...",xDtrecOuYEga6v49EEILcg,Bonnie I.,5.0
Legend Of Fazios,1_0e5yuA2ez8m0AnSC9aPA,"Fabulous food! We all loved our meals. Wonderful staff, decor & great for families.
My only concern is that there was a band. It was so loud we had trouble...",99yAyOI-CoTnQyCJibbUpA,Brooke L.,5.0
Legend Of Fazios,1_0e5yuA2ez8m0AnSC9aPA,Went on Valentine's Day.... What a mistake. Waited a whole hour just to get bread. And they wouldn't let us order off of the regular menu only the...,bOvtUjTJo8eXd9lYQd0V3g,Jaynee Z.,1.0
Legend Of Fazios,1_0e5yuA2ez8m0AnSC9aPA,First time ordering from this place. Food was average and portions were small. I am suspecting all the containers have been reduced at all restaurant...,nD-nCcd7fXp6qWo1aslrlA,B W.,3.0
Legend Of Fazios,1_0e5yuA2ez8m0AnSC9aPA,"The food is average, everything pretty much tastes the same. But they do have big portions, food looks good, fast delivery.

Ok for a change, but not my...",AsYpcDETMAwA8UTWT5Mfvw,Phil M.,3.0
Legend Of Fazios,1_0e5yuA2ez8m0AnSC9aPA,"This place made my stomach run (as in my stomach had me running to the toilet). The food was piping hot, just the way I like it. I opened the container (I...",nGnm0CkiSxpFuj7FErizZw,Deanna D.,1.0
Mathilda's,AUjo98kOBc-C3J2kGslTdQ,"The food is still mostly good, but things have changed for this business. There's some new rotating items on their hot food table, which is nice. But there...",nGnm0CkiSxpFuj7FErizZw,Deanna D.,3.0
Mathilda's,AUjo98kOBc-C3J2kGslTdQ,"I've been here a handful of times and had a great experience each time. The food here is fresh and delicious, and a bonus that it's vegan as well! I'm...",rn-K40mzAFQj5sL7AHLKGg,Elaine L.,5.0
Mathilda's,AUjo98kOBc-C3J2kGslTdQ,"Without a doubt, this place has become my absolute favourite.  The food is always fresh, always delicious.  The flavours are amazing. The quantity is...",U7tUoXPJhbf2k9fwrAhn5w,Carrie L.,5.0
Mathilda's,AUjo98kOBc-C3J2kGslTdQ,"Honestly the best place ever for quesadila. I have been to so many Mexican resturants but this place.. I had the chorizo quesadila. 
Freshly chopped...",uKBPUP04ODyavIsbBwRGYA,Swetha A.,5.0
Mathilda's,AUjo98kOBc-C3J2kGslTdQ,Excellent burritos (in a bowl). Fresh ingredients and friendly staff. They're very helpful in recommending JUST the right combinations of ingredients....,mFpZz4DESvjb6XxmdXve-w,Tom D.,5.0
Mathilda's,AUjo98kOBc-C3J2kGslTdQ,Decent burritos but the hours are all wrong everywhere  so definitely call ahead before going there. Also the street parking sucks,uFRdzdnWCi9gBW1Lg_2r9w,Tessa D.,4.0
Spicy Affairs Indian Cuisine,v1KPjP1CUKmI8aCpGdI5Ng,We started off our meal with a Naan Platter. The various types of naan were all delicious with the cheese one being my favorite. This was served with a...,nLug-TKp8kcJ8TPJWtiHUA,Keri H.,5.0
Spicy Affairs Indian Cuisine,v1KPjP1CUKmI8aCpGdI5Ng,"When I walked through the door, I could immediately smell the spices. To me, that's a good sign. I ordered takeout instead of dining in. Looking at the...",nGnm0CkiSxpFuj7FErizZw,Deanna D.,4.0
Spicy Affairs Indian Cuisine,v1KPjP1CUKmI8aCpGdI5Ng,"Halal. Tasty food. 

 With the owners from Mumbai, this is a family-owned restaurant. 

We ordered the lamb curry, lamb madras, shrimp tikka masala and the...",pvwEROiu2kfTqyp6cG2HIA,Miss Lady ..,4.0
Cork & Bean,3yItfStNENX0zUVWvz9sJg,"Cork & Bean gave me the feels in a good way, like goosebumps of excitement when you're anticipating something great. Seriously, when I walked inside this...",qGJc394McUsPimRbLv9G_A,Imelda M.,5.0
Cork & Bean,3yItfStNENX0zUVWvz9sJg,"Great staff great food! I had a matcha latte with lavender syrup stirred to my liking and tried the pastrami on rye, which is delicious!",U2gpsCLrPB0dS8EeULH-8A,Tae L.,5.0
Cork & Bean,3yItfStNENX0zUVWvz9sJg,Lovely little coffee shop in Oshawa. We sat at the couch on the second floor. I am short and find the many tall tables aren't comfortable for me to sit...,99yAyOI-CoTnQyCJibbUpA,Brooke L.,5.0
Hollywood Cone,_dYu6zTXaWcJdLmsVLxoIw,"What a great spot!! The service was amazing, and wow did they make us some beautiful freakshakes. I loved that the milkshake base was NOT super overly...",TAV8X8c32O-A7A4eQuQQzA,Dana T.,5.0
Hollywood Cone,_dYu6zTXaWcJdLmsVLxoIw,"Now you can drink your milkshake and eat it too!!! 

Mutant Shakes as the name suggests are overindulgent, overloaded and over here @hollywoodcone

For the...",0LzmolnijOoWRwi6z1Q_Rw,farzana h.,5.0
Hollywood Cone,_dYu6zTXaWcJdLmsVLxoIw,"The hardest part is what to pick from all the offerings at Hollywood Cone! Bring a friend or 2 if you really want to try out one of their Mutant Shake. OK,...",CxDOIDnH8gp9KXzpBHJYXw,Jennifer K.,4.0
Hollywood Cone,_dYu6zTXaWcJdLmsVLxoIw,My boyfriend and myself have been here several times and we have always had an amazing experience. The staff is always so polite to us and the food is...,9Z8Ga3jU8XuWqnOMan-Uyg,Meghan J.,5.0
Hollywood Cone,_dYu6zTXaWcJdLmsVLxoIw,"We have been here a couple times in the past . It is definitely higher priced than other sub places such as Subway and Mr.Sub. 
However, I do find that...",nLug-TKp8kcJ8TPJWtiHUA,Keri H.,4.0
Hollywood Cone,_dYu6zTXaWcJdLmsVLxoIw,Incredible subs.  Great menu.  Great service.   The only downside is the price.  My wife and I went there for lunch and it was over $30 for 2 subs and a...,rDcAypV2uP_Wn0HaZS_JXw,Marc H.,4.0
Family Wok,XgB9ibmvJ0tryjTZ33Fxeg,First time ordering from this place. Food was average and portions were small. I am suspecting all the containers have been reduced at all restaurant...,nD-nCcd7fXp6qWo1aslrlA,B W.,3.0
Family Wok,XgB9ibmvJ0tryjTZ33Fxeg,"The food is average, everything pretty much tastes the same. But they do have big portions, food looks good, fast delivery.

Ok for a change, but not my...",AsYpcDETMAwA8UTWT5Mfvw,Phil M.,3.0
Family Wok,XgB9ibmvJ0tryjTZ33Fxeg,"This place made my stomach run (as in my stomach had me running to the toilet). The food was piping hot, just the way I like it. I opened the container (I...",nGnm0CkiSxpFuj7FErizZw,Deanna D.,1.0
Family Wok,XgB9ibmvJ0tryjTZ33Fxeg,Great comfort food at a reasonable price! Small place but very nice atmosphere with super friendly staff! Highly recommend.,zgqqhJkGi7aEj-lXgcEWRA,Mike S.,5.0
Family Wok,XgB9ibmvJ0tryjTZ33Fxeg,"As soon as we got the green light to hit patios once again in Ontario, I reached out to my dear friend to see if she'd like to meet. We hadn't seen each...",nyl_1VcRIAyI55bb_scpdw,Mary T.,4.0
Family Wok,XgB9ibmvJ0tryjTZ33Fxeg,"2 teetotalers walk into an  an irish bar...

Guiness burger was rather on the dry side patty was fresh n smoky
The missus loved her poutine quebec curd...",ANWiPykRz4TznP1ZRSOOJA,T Q.,3.0
Osaka Sushi Oshawa,L0eWqW00SK41XZHy217UZw,Surprisingly fresh sushi now. Went there about 15 years ago and it was probably different owners but its alot better now. Everything from the sushi to the...,bx5BQTHXCeIQsathRKdGUA,J. Warren F.,5.0
Osaka Sushi Oshawa,L0eWqW00SK41XZHy217UZw,"Basic sushi resturant in oshawa; because not super busy, some of the items are just thawed defrozen for you, but that is ok. Nothing fancy, basic and ok.",EGJXgD6YPieaUCQxfOdXbg,Christian P.,3.0
Osaka Sushi Oshawa,L0eWqW00SK41XZHy217UZw,"Sushi was fresh and delivered at a good time. Ordered the spicy Maki combo, yam Maki and crazy salmon roll. 

Overall sushi could have been more vinegary....",dVEcQsuopm6ghQ91Ddst2w,Lily C.,3.0
Maharaja Authentic Indian Cuisine,qPQjl-BvmcIScrrAUBZA2A,"Came back after a year and the food was much better. The rice was still very authentic, with all the cloves and spices that were very fragrant. Found the...",qGX-0dkV1qcMflWtcDpgQQ,Souk S.,3.0
Maharaja Authentic Indian Cuisine,qPQjl-BvmcIScrrAUBZA2A,"We came with 12 people for my birthday and had a feast. The Chana Masala, Garlic Nan, Samosa, and Mango Lasi's were particularly excellent! The kids loved...",S84KOzq7DZrf7z9EViCQBw,Joseph C.,4.0
Maharaja Authentic Indian Cuisine,qPQjl-BvmcIScrrAUBZA2A,"Value, solid Indian food.

Prices start from $7 for mains, and everything (that I've had so far) comes with a very generous helping of rice for each dish....",Zpk_NpxZ767LP3Zlw87y9w,Shari L.,3.0
Street Momo,kX_-zkHrCTqSYd87uv0UJw,Good food. Super fast service. They have a robot that delivers food. The only thing I would call out is that the filling in all the momos were the same....,Lr8a39r7LmrMBJPg79TppA,Swetha R.,4.0
Street Momo,kX_-zkHrCTqSYd87uv0UJw,"I've heard nothing but amazing things about Street Momo.
I decided to finally try them tonight.
I didn't want to dine alone, so I ordered take out .

I...",nLug-TKp8kcJ8TPJWtiHUA,Keri H.,4.0
Street Momo,kX_-zkHrCTqSYd87uv0UJw,"We were here for Momos. 
This restaurant has ""Momo"" in the name but the majority of the menu items are Indian/Hakka foods. Their Momos are either vegetable...",IMT8BbfOOqKeAqUBsq-CQg,Aiko I.,3.0
Street Momo,kX_-zkHrCTqSYd87uv0UJw,"Went for the first time on date night. It was overpriced for a small cafe, the total for 2 people to play games and eat came to $54.80. My food had a small...",4ZnQomCVMYS5YFqaKSKDtg,Kristen H.,1.0
Street Momo,kX_-zkHrCTqSYd87uv0UJw,This was our last stop on our day of brewery touring in the area! This place did not disappoint! From fantastic craft beer to games we left with smiles on...,0ReMEimxr_TR5ghIPzKuHA,Lori B.,4.0
Street Momo,kX_-zkHrCTqSYd87uv0UJw,"This is a fantastic gaming bar in Oshawa. They have great beers, coffee and a really nice staff. They seem to have a lot of table games and I think some...",_1SKSmLqpHBqWh09DxQMfw,A.J. S.,5.0
Ciao Amici,siIDw3Fry8Tu7EGeqlDwCA,"Ciao Amici very recently opened on Bond West, in a space that's been vacant for quite a while.

It's a pasta/soup/sandwiches kind of place - your sort of...",HNrz6Xe7PoLjUp8kBUDykQ,Nick B.,3.0
Ciao Amici,siIDw3Fry8Tu7EGeqlDwCA,I LOVE this place. Seriously one of the best little ma and pa shops in downtown Oshawa. The owners are so kind and honestly treat you like family. She...,6eG7GnKUj3zHIq0eNxqkRA,Leah S.,5.0
Ciao Amici,siIDw3Fry8Tu7EGeqlDwCA,Very nice.  Small but friendly and it smells good!  The Chicken Parm sandwich on a fresh bun was quite good as was the large Caesar salad.   The croutons...,i_bi_8JjDecG1Lz2t8kQXg,Charles S.,4.0
Isabella's Chocolate Cafe,qxG_6pRsWx4xTjGwCL5b8w,"Great coffee, food and service. It's been our go-to cafe for lunch, or just treats and coffee for years now. Highly recommend Isabella's!!! Best Butter...",deRmb8Wl8Iad20_V7Vfuew,Rob C.,5.0
Isabella's Chocolate Cafe,qxG_6pRsWx4xTjGwCL5b8w,"Very cute cafe in Oshawa. Delicious baked good, sandwiches and bagels. It is trendy and family run. Unfortunately the service is VERY slow.",Xma4LfYQLlygxJ9_D2oKVg,Alexa L.,4.0
Isabella's Chocolate Cafe,qxG_6pRsWx4xTjGwCL5b8w,"We stopped by here yesterday on the way East to get some coffee and it was a great decision.

So my golden rule of judging coffee shops is how they do their...",VswgrudhENYcAr8KpE4JOw,Shaheer M.,5.0
Isabella's Chocolate Cafe,qxG_6pRsWx4xTjGwCL5b8w,"really enjoyed the poutine from this place. It's not your traditional poutine, but the Thanksgiving poutine was awesome. I will definitely be back to this...",1ScCnnmzeaa6u8pIrIBmnA,Jerry B.,5.0
Isabella's Chocolate Cafe,qxG_6pRsWx4xTjGwCL5b8w,Definitely one of my favorite places to visit! It has great food and lots of options for everyone! The pricing is great for the amount of food you get!...,VSwc2PwgNSsQMSeVCX7Jsg,Victoria F.,5.0
Isabella's Chocolate Cafe,qxG_6pRsWx4xTjGwCL5b8w,Nothing beats a poutine from Smoke's and I'm so glad they have their Buffalo chicken poutine once again! It's always been my favourite! I decided to try...,PkyJNjtN8lnEIPsxPFtjsw,Lucy E.,5.0
Teddy’s,RaQUA-i5CjxBD0As2Z_UJQ,"Great home cooked meals.
The waitresses are pleasant and very attentive. 
Tables and seating are spacious.",RXIeDg2EqJyVfmEFqWLTqA,James S.,5.0
Teddy’s,RaQUA-i5CjxBD0As2Z_UJQ,"We went to Teddy's for lunch today, the decor is kind of old looking but I like it. I had the grilled cheese on brown bread. It was good, it tastes very...",qGX-0dkV1qcMflWtcDpgQQ,Souk S.,4.0
Teddy’s,RaQUA-i5CjxBD0As2Z_UJQ,Teddys has been our favourite restaurant for many years. The food is consistently delicious and portions are generous. Service is always exceptional from...,7loRBKliiZG_EkLHNmdkUw,Jennifer T.,5.0
Pip,2pj5byDMoMDu-d0bTu2Sew,"It's good food! The reason I give it four stars is the service is a bit lacking. When I asked the waitress not to fry my kale, she said sure, but the kale...",izKW7_iIU3B4wzb27ZPTcg,Helenah G.,4.0
Pip,2pj5byDMoMDu-d0bTu2Sew,"I don't live in Edmonton anymore so it's nice to try out restaurants when I'm in town. Pip is a new favorite!

Dropped in on a Saturday morning hoping to...",IXFo3ru0kR2cc1t9SsyWNw,Sam S.,5.0
Pip,2pj5byDMoMDu-d0bTu2Sew,"We came for brunch on a Friday morning. We were quickly seated, and the service was prompt and friendly! I ordered a Strawberry Aperol Spritz and Oyster...",mftMVCHQWU-jGOmFAGdhZQ,Christina G.,5.0
The Next Act,HCBSkwnMPHuOVKrTuGd6DA,Sometimes are just in need of a greasy cheeseburger near midnight and the burger gods lead you to places like The Next Act to satisfy your hunger pangs. We...,XbiKsujS_qxU3xsr0xUqmQ,Cin C.,5.0
The Next Act,HCBSkwnMPHuOVKrTuGd6DA,"The Next Act is one of those places in Edmonton that's got a bit of everything. It's got history, being around since, well forever (i am a regular here)....",Iau-NQz2aw8Q2P7TQILTzg,Nick L.,5.0
The Next Act,HCBSkwnMPHuOVKrTuGd6DA,"Really great location next to whyte ave main drag 
Loved the food it was well made and the waitress really took her time to treat me well",tV7sTesvwJDlyhQFz1CysQ,Candy T.,5.0
Meat,pqZYSvF_qrmCjkr6frf4RQ,Best BBQ brisket that I have had in a very long time. It was so juicy and flavourful - full of subtle hickory and cherry wood smoke notes. The one pound...,vPeqmd5UhOrCXvsp_ICaSA,Tom W.,5.0
Meat,pqZYSvF_qrmCjkr6frf4RQ,Came out during the holiday season and staff was friendly enough to seat us quick. Our server Hayley was great at the bar. Their meat options are limited to...,eG4saZ4oO2_ur0th-zUrvQ,Ayoosh K.,4.0
Meat,pqZYSvF_qrmCjkr6frf4RQ,I've been to MEAT a couple of times over the years and I have tried almost everything on the menu. The atmosphere is quite lively and the food is good and...,6EHUYIyEb-biAOAGRBqEpg,Andy L.,4.0
Dadeo,f9_TLVlUHBv0869CygEbZg,This place used to be a regular spot for me when I lived in Edmonton over ten years ago. I was really happy when I moved back to discover that not only had...,-381LA5-qzqCz7EQSIkg7g,Margaret H.,5.0
Dadeo,f9_TLVlUHBv0869CygEbZg,DadeO has been one of the best places to visit on Whyte Ave for more than a decade. I'd give them 8.8/10 for their food and ambience. Personal favourites...,6EHUYIyEb-biAOAGRBqEpg,Andy L.,5.0
Dadeo,f9_TLVlUHBv0869CygEbZg,"Before pandemic I used to go there more often but unfortunately there was a gap for 3 years!
I went there two days ago for the first time after pandemic!
I...",fpu8GemHLxRtYo6ceAQyjw,Shahab P.,5.0
Julio's Barrio Mexican Restaurant,FIDssW_SyTzhpcm4unCTGw,Came here for a friends birthday party on a Saturday night. Place was 80% full at 7PM. Reserved for 10 of us - we got a booth which was fun but really hard...,Bfduto0UkwQ6SpzRDfMhnA,Carla C.,5.0
Julio's Barrio Mexican Restaurant,FIDssW_SyTzhpcm4unCTGw,"Man, first off I have to say it's SO weird to be out again eating, drinking, and such. It's been like 1 1/2 years since we've been able to experience such...",XMZKOrLE5b-alqG3We605g,Tracey S.,4.0
Julio's Barrio Mexican Restaurant,FIDssW_SyTzhpcm4unCTGw,My friend and I were wandering Whyte Ave and usually stop in here.  Glad we did.  The weather was perfect and we got a seat on the patio.  It was pretty...,A9EjVIvDRg3YsLndnhu7rw,Michelle M.,5.0
Dorinku Tokyo,w8IHN58WRQ7-9euvBSkr0w,"I really enjoy coming here. I have been here a few times; and each time I do, they have treated me with good service. 

They have unique soda pop flavors to...",uTauOwgh0i3Yn3szjqTAhw,Matthew T.,5.0
Dorinku Tokyo,w8IHN58WRQ7-9euvBSkr0w,we came by dorinku tokyo in old strathcona around 12:30 pm on friday and was seated immediately for a party of four by our personable and friendly server...,iKQaC8KDTK4k6EAnUjAbGQ,Yso F.,5.0
Dorinku Tokyo,w8IHN58WRQ7-9euvBSkr0w,Nice place to look at inside. But don't come here expecting it to be a sushi place. There were only a few sashimi options and 3 pressed sushi choices. A...,wxRUDy9RXsURHg6X7HnbVg,Steve P.,2.0
Flirty Bird Nashville Hot Chicken,wKQFnKSeMIv7cNcocLnhEg,Let's flirt! *winky face* this place would be an excellent spot to hit with your date if your on Whyte Ave! I love the vibe as soon as you walk in with the...,a5ZoKghLYzfECw3TfG7A4g,Donna B.,5.0
Flirty Bird Nashville Hot Chicken,wKQFnKSeMIv7cNcocLnhEg,Easy to find via Google maps but harder to find parking. We had to park several blocks away in a 2hour zone and walk. Lots of cool seating. Place was 30%...,Bfduto0UkwQ6SpzRDfMhnA,Carla C.,5.0
Flirty Bird Nashville Hot Chicken,wKQFnKSeMIv7cNcocLnhEg,There's a new Nashville Hot Chicken place on Whyte! Their menu is quite simple with only three entrees to choose from. I ordered all three of them so I...,Pd15Ud-lk7UPbgXs1GBIbg,Rose W.,3.0
Blowers & Grafton,Hxze1h03tINbqkiE4wQMxg,"twenty four of us were here for lunch and it was a great choice. our waitress, Carley, really knew how to work a large group efficiently and pleasantly. all...",Z8ZNF-fvi3FH9Gd8nSAhZQ,Diane T.,5.0
Blowers & Grafton,Hxze1h03tINbqkiE4wQMxg,My partner is from the east coast and has been wanting me to try some foods he had growing up for so long. We decided to come here to see if it was just as...,5Ycsudh9EAzLxfQiVg028Q,Julianne B.,4.0
Blowers & Grafton,Hxze1h03tINbqkiE4wQMxg,So I am rating this purely on the Lobster boil we attened.  The place was sold out and so it was super busy. The waitress though did her best to get drink...,cCpracQ8PkoW2v92x_aVIA,Jennie L.,3.0
Yiannis Taverna Greek Restaurant,kGdZBOyV4PY1u3eFfmdpvA,"Once again a really satisfying meal. The atmosphere is lovely. With all the loud vibrant places (and yell) , this is a great place to sip on wine and to...",cCpracQ8PkoW2v92x_aVIA,Jennie L.,4.0
Yiannis Taverna Greek Restaurant,kGdZBOyV4PY1u3eFfmdpvA,"Beautiful Greek restaurant located in the heart of Whyte Ave. It has been there for years and doesn't disappoint with its food. Amy, the server provided...",eG4saZ4oO2_ur0th-zUrvQ,Ayoosh K.,5.0
Yiannis Taverna Greek Restaurant,kGdZBOyV4PY1u3eFfmdpvA,I used to go to this restaurant all the time in the late 90s/early 2000s and always loved it. I was meeting a friend for dinner on Whyte Ave and she wasn't...,zoQ7PP4MlKL_XLZKuIp2Zg,Kim R.,5.0
Continental Treat Fine Bistro Gluten Free,2C1woaOBpUC2iEpvKx96gg,"I came here for lunch and had their schnitzel with mushroom sauce which was crispy and delicious. Lovely atmosphere to enjoy lunch or dinner. 

I can't...",8xA9C2E1PGblo0HJ9Y0HOw,Nikki C.,5.0
Continental Treat Fine Bistro Gluten Free,2C1woaOBpUC2iEpvKx96gg,"One of Edmonton's (and especially Old Strathcona's) iconic restaurants, Continental Treat has been operating at its current location on Whyte Ave since...",CZL4uF5XQqHmWAkC4wZFUA,Erika G.,3.0
Continental Treat Fine Bistro Gluten Free,2C1woaOBpUC2iEpvKx96gg,This restaurant was surprisingly full of patrons on a Friday afternoon for a late lunch. They seated up promptly at a table in the inner dining room. The...,XbiKsujS_qxU3xsr0xUqmQ,Cin C.,4.0
Chianti Cafe & Restaurant - Old Strathcona,b9NLnpv-nXj8ilX6NuhkLg,"So went here on a busy Saturday night for a friends birthday. Again it was fine but nothing great. 

I did the Combinazione Della Casa ~ A Combination of...",cCpracQ8PkoW2v92x_aVIA,Jennie L.,3.0
Chianti Cafe & Restaurant - Old Strathcona,b9NLnpv-nXj8ilX6NuhkLg,We decided on this restaurant since some of my family members haven't been here.  It's located on the corner of Whyte Ave. with parking on the street or...,_ufG-6QfPQyOg8wrH-6e2Q,Lisa C.,5.0
